Date,Regulation Title,Regulatory Body,Description,Impact,Litigation Risk,Corporate Governance,Proprietary Costs,Information Asymmetry,Unsophisticated Investors,Equity Issuance,Reputation Risk,State,References,Law Category_y,Year
8/5/2003,Wisconsin Corporate Disclosure Standards Act,Wisconsin Department of Financial Institutions,Requires enhanced disclosure of material contracts and related party transactions,"Increased transparency requirements, higher compliance costs for reporting companies",Yes,Yes,Yes,Yes,Yes,No,No,WI,https://www.wdfi.org/securities/,Corporate Governance,2003
7/11/2003,Maryland Corporate Defense Contractor Disclosure Act,Maryland Office of the Attorney General Securities Division,Establishes disclosure requirements for defense contracting activities and national security compliance,"Enhanced defense sector transparency, increased security compliance and disclosure costs",Yes,Yes,Yes,Yes,No,No,Yes,MD,https://www.marylandattorneygeneral.gov/Pages/Securities/,Corporate Governance,2003
6/16/2003,South Carolina Investment Advisory Peach Processing Investment Disclosure Act,South Carolina Attorney General's Office Securities Division,Mandates disclosure of peach processing investments and stone fruit canning operation risk assessments,"Enhanced fruit processing transparency, increased food manufacturing compliance and seasonal processing operation costs",Yes,Yes,Yes,Yes,No,No,Yes,SC,https://www.scag.gov/securities/,Food Processing,2003
6/15/2003,California Corporate Disclosure Enhancement Act,California Department of Corporations,Requires public corporations to disclose executive compensation details and related party transactions in annual filings,"Increased transparency requirements for executive pay, enhanced investor protection",Yes,Yes,No,Yes,Yes,No,Yes,CA,https://www.corp.ca.gov/laws/,Corporate Governance,2003
5/14/2003,Louisiana Investment Advisory Petrochemical Industry Oversight Act,Louisiana Office of Financial Institutions Securities Division,Creates oversight framework for petrochemical industry investments and environmental liability assessments,"Enhanced petrochemical investment oversight, increased environmental risk assessment and compliance costs",Yes,Yes,Yes,Yes,No,No,Yes,LA,https://www.ofi.la.gov/securities/,Corporate Governance,2003
4/16/2003,Nebraska Corporate Shareholder Communication Enhancement Act,Nebraska Department of Banking and Finance Securities Division,Enhances shareholder communication rights and proxy disclosure requirements,"Improved shareholder engagement, increased proxy solicitation and communication costs",Yes,Yes,Yes,Yes,Yes,No,No,NE,https://ndbf.nebraska.gov/securities,Corporate Governance,2003
4/7/2003,Kentucky Investment Advisory Burgoo Processing Investment Act,Kentucky Department of Financial Institutions Securities Division,Establishes oversight for burgoo processing investments and traditional stew production facility risk assessments,"Enhanced traditional stew processing oversight, increased regional food compliance and burgoo production facility costs",Yes,Yes,Yes,Yes,No,No,Yes,KY,https://kfi.ky.gov/securities/,Food Processing,2003
3/25/2003,Indiana Investment Advisory Corn Processing Investment Act,Indiana Secretary of State Securities Division,Establishes oversight standards for corn processing investments and grain milling operation risk management,"Enhanced grain processing oversight, increased agricultural processing compliance and commodity risk assessment costs",Yes,Yes,Yes,Yes,No,No,Yes,IN,https://www.in.gov/sos/securities/,Corporate Governance,2003
2/21/2003,Illinois Investment Advisory Deep Dish Pizza Sauce Investment Disclosure Act,Illinois Secretary of State Securities Department,Mandates disclosure of deep dish pizza sauce investments and specialty tomato sauce production facility operation risk management,"Enhanced specialty sauce processing transparency, increased food manufacturing compliance and pizza sauce production costs",Yes,Yes,Yes,Yes,No,No,Yes,IL,https://www.cyberdriveillinois.com/departments/securities/,Food Processing,2003
1/29/2003,California Corporate Entertainment Industry Investment Act,California Department of Corporations,Creates regulatory framework for entertainment industry investments and intellectual property risk disclosures,"Enhanced entertainment sector oversight, increased IP risk assessment and creative industry compliance costs",Yes,Yes,Yes,Yes,No,Yes,Yes,CA,https://www.corp.ca.gov/,Corporate Governance,2003
12/19/2002,Maine Investment Advisory Business Continuity Act,Maine Office of Securities,Mandates business continuity planning and disaster recovery procedures for investment advisors,"Enhanced operational resilience, increased business continuity planning and testing costs",Yes,Yes,Yes,No,Yes,No,Yes,ME,https://www.maine.gov/pfr/securities/,Investment Advisory,2002
12/5/2002,New York Investment Advisory Grape Processing Investment Disclosure Act,New York Department of Financial Services,Mandates disclosure of grape processing investments and juice concentrate production operation risk assessments,"Enhanced fruit processing transparency, increased food manufacturing compliance and grape commodity processing costs",Yes,Yes,Yes,Yes,No,No,Yes,NY,https://www.dfs.ny.gov/,Food Processing,2002
11/28/2002,Missouri Investment Fraud Prevention Act,Missouri Secretary of State Securities Division,Creates enhanced penalties for investment fraud and establishes investor education programs,"Increased enforcement actions, higher deterrent effect on fraudulent schemes",Yes,No,No,Yes,Yes,Yes,Yes,MO,https://www.sos.mo.gov/securities,Securities Enforcement,2002
11/19/2002,Iowa Investment Advisory Loose Meat Sandwich Processing Investment Disclosure Act,Iowa Insurance Division Securities Bureau,Mandates disclosure of loose meat sandwich processing investments and tavernstyle ground beef production facility operation risk management,"Enhanced tavern food processing transparency, increased regional food compliance and loose meat production costs",Yes,Yes,Yes,Yes,No,No,Yes,IA,https://iid.iowa.gov/securities,Food Processing,2002
11/6/2002,Louisiana Investment Advisory Sugarcane Industry Investment Disclosure Act,Louisiana Office of Financial Institutions Securities Division,Requires disclosure of sugarcane industry investments and sugar processing operation risk assessments,"Enhanced sugar industry transparency, increased processing compliance and agricultural commodity risk disclosure costs",Yes,Yes,Yes,Yes,No,No,Yes,LA,https://www.ofi.la.gov/securities/,Corporate Governance,2002
10/24/2002,Wisconsin Investment Advisory Oversight Enhancement Act,Wisconsin Department of Financial Institutions Securities Division,Strengthens oversight of investment advisors and enhances client asset protection measures,"Improved client protection, increased examination frequency and compliance costs for advisors",Yes,No,Yes,Yes,Yes,No,Yes,WI,https://www.wdfi.org/securities/,Investment Advisory,2002
9/26/2002,Maryland Investment Advisory Biotechnology Research Disclosure Act,Maryland Office of the Attorney General Securities Division,Mandates disclosure of biotechnology research investments and clinical trial risk assessments,"Enhanced biotech investment transparency, increased research risk disclosure and regulatory compliance costs",Yes,Yes,Yes,Yes,No,Yes,Yes,MD,https://www.marylandattorneygeneral.gov/Pages/Securities/,Corporate Governance,2002
8/15/2002,Delaware Investment Advisory CrossBorder Transaction Oversight Act,Delaware Division of Corporations,Establishes oversight framework for crossborder investment transactions and foreign exchange risk management,"Enhanced international investment oversight, increased crossborder compliance and risk management costs",Yes,Yes,Yes,Yes,No,Yes,Yes,DE,https://corp.delaware.gov/,Investment Advisory,2002
8/6/2002,Florida Investment Advisory Key Lime Processing Investment Oversight Act,Florida Office of Financial Regulation,Creates regulatory framework for key lime processing investments and citrus specialty product production risk assessments,"Enhanced citrus specialty processing oversight, increased regional food compliance and key lime product production costs",Yes,Yes,Yes,Yes,No,No,Yes,FL,https://www.flofr.com/,Food Processing,2002
7/18/2002,California Investment Advisory Wine Industry Investment Oversight Act,California Department of Corporations,Creates regulatory framework for wine industry investments and vineyard operation risk assessments,"Enhanced wine industry oversight, increased vineyard compliance and agricultural specialty risk management costs",Yes,Yes,Yes,Yes,No,No,Yes,CA,https://www.corp.ca.gov/,Corporate Governance,2002
6/12/2002,Nebraska Investment Advisory Performance Benchmarking Act,Nebraska Department of Banking and Finance Securities Division,Establishes standardized performance benchmarking and comparison disclosure requirements,"Enhanced performance transparency, increased performance reporting and benchmarking system costs",Yes,No,Yes,Yes,Yes,No,Yes,NE,https://ndbf.nebraska.gov/securities,Investment Advisory,2002
6/8/2002,South Carolina Investment Advisory Boiled Peanut Processing Investment Act,South Carolina Attorney General's Office Securities Division,Establishes oversight standards for boiled peanut processing investments and specialty snack food production risk management,"Enhanced specialty snack processing oversight, increased food manufacturing compliance and regional food production costs",Yes,Yes,Yes,Yes,No,No,Yes,SC,https://www.scag.gov/securities/,Food Processing,2002
5/29/2002,New Hampshire Investment Advisor Fiduciary Act,New Hampshire Bureau of Securities Regulation,Establishes comprehensive fiduciary duty standards for investment advisors and brokerdealers,"Enhanced client protection standards, increased compliance obligations for financial professionals",Yes,No,No,Yes,Yes,No,Yes,NH,https://www.nh.gov/securities/,Investment Advisory,2002
5/7/2002,Texas Investment Advisory Cotton Gin Investment Act,Texas State Securities Board,Establishes oversight standards for cotton gin investments and fiber processing operation risk management,"Enhanced fiber processing oversight, increased agricultural processing compliance and cotton market risk costs",Yes,Yes,Yes,Yes,No,No,Yes,TX,https://www.ssb.texas.gov/,Corporate Governance,2002
4/3/2002,Tennessee Investment Advisory Record Keeping Enhancement Act,Tennessee Department of Commerce and Insurance Securities Division,Establishes comprehensive record keeping and document retention requirements for investment advisors,"Enhanced regulatory oversight, increased record management and compliance infrastructure costs",Yes,No,Yes,Yes,Yes,No,Yes,TN,https://www.tn.gov/commerce/securities.html,Investment Advisory,2002
3/27/2002,Alabama Investment Advisory Client Account Monitoring Act,Alabama Securities Commission,Mandates enhanced client account monitoring and suspicious activity reporting procedures,"Improved client protection standards, increased monitoring infrastructure and compliance costs",Yes,No,Yes,Yes,Yes,No,Yes,AL,https://www.asc.alabama.gov/,Investment Advisory,2002
1/31/2002,Indiana Investment Advisory Mint Oil Processing Investment Oversight Act,Indiana Secretary of State Securities Division,Creates regulatory framework for mint oil processing investments and essential oil distillation operation risk management,"Enhanced essential oil processing oversight, increased specialty processing compliance and aromatic crop market costs",Yes,Yes,Yes,Yes,No,No,Yes,IN,https://www.in.gov/sos/securities/,Food Processing,2002
